Happy,Angry,Surprise,Sad,Fear,no_words,no_misspelled,readability,unique_words,class
0.06,0.02,0.26,0.17,0.5,1767,0.03169213355970572,6.51,779,0
0.1,0.0,0.14,0.26,0.51,444,0.11711711711711711,59.64,274,0
0.04,0.01,0.06,0.08,0.8,1215,0.023045267489711935,5.84,567,0
0.24,0.02,0.11,0.18,0.45,950,0.02736842105263158,65.93,496,0
0.25,0.03,0.12,0.15,0.45,3252,0.02060270602706027,40.04,1448,0
0.08,0.05,0.22,0.23,0.43,2745,0.009836065573770493,51.18,1143,0
0.0,0.0,0.0,0.0,1.0,631,0.06973058637083994,-18.44,417,0
0.0,0.0,0.25,0.25,0.5,54,0.35185185185185186,-42.56,43,0
0.02,0.09,0.27,0.15,0.47,3445,0.011320754716981131,56.49,1658,0
0.11,0.09,0.17,0.28,0.35,557,0.04129263913824058,9.9,289,0
0.09,0.07,0.13,0.11,0.6,1930,0.013989637305699482,45.09,1011,0
0.1,0.05,0.22,0.14,0.49,2093,0.0358337314859054,14.8,1100,0
0.06,0.03,0.29,0.23,0.39,3972,0.008308157099697885,33.08,1510,0
0.12,0.08,0.1,0.14,0.56,2692,0.01337295690936107,35.54,1236,0
0.11,0.04,0.14,0.21,0.5,1742,0.014351320321469576,61.46,949,0
0.17,0.06,0.17,0.25,0.35,945,0.030687830687830688,23.02,626,0
0.0,0.07,0.07,0.14,0.71,237,0.09282700421940929,60.31,156,0
0.0,0.0,0.0,1.0,0.0,22,0.6818181818181818,99.94,20,0
0.07,0.01,0.34,0.14,0.44,544,0.05514705882352941,11.41,338,0
0.13,0.06,0.12,0.15,0.53,1671,0.015559545182525433,60.55,650,0
0.1,0.03,0.14,0.17,0.55,2053,0.01607403799318071,41.19,1079,0
0.15,0.09,0.13,0.27,0.36,1088,0.03860294117647059,-11.03,647,0
0.0,0.0,0.0,0.0,1.0,33,10.909090909090908,41.22,32,0
0.08,0.05,0.18,0.14,0.55,2146,0.01537744641192917,57.3,965,0
0.02,0.23,0.11,0.23,0.41,6305,0.010309278350515464,48.91,3111,0
0.14,0.04,0.1,0.19,0.53,1093,0.025617566331198535,43.73,545,0
0.17,0.02,0.1,0.38,0.33,440,0.05909090909090909,40.99,288,0
0.1,0.05,0.18,0.3,0.36,591,0.043993231810490696,55.13,344,0
0.09,0.04,0.16,0.18,0.53,1099,0.025477707006369428,17.71,574,0
0.1,0.09,0.18,0.11,0.52,1094,0.024680073126142597,-6.12,570,0
0.14,0.07,0.24,0.2,0.36,6781,0.005308951482082289,-84.34,2939,0
0.0,0.0,0.25,0.25,0.5,54,0.37037037037037035,-42.56,43,0
0.24,0.03,0.07,0.13,0.53,1436,0.02158774373259053,38.86,703,0
0.16,0.04,0.3,0.18,0.31,1711,0.019871420222092345,60.24,834,0
0.15,0.05,0.13,0.07,0.6,766,0.03263707571801567,12.33,483,0
0.08,0.03,0.22,0.16,0.5,1288,0.021739130434782608,46.17,738,0
0.14,0.04,0.19,0.09,0.54,1976,0.022267206477732792,-2.06,938,0
0.08,0.04,0.1,0.21,0.56,1212,0.02145214521452145,29.52,624,0
0.07,0.07,0.18,0.12,0.57,1095,0.030136986301369864,22.51,565,0
0,0,0,0,0,1840,0.03097826086956522,113.51,870,0
0.0,0.0,0.0,1.0,0.0,22,0.6818181818181818,99.94,20,0
0.0,0.0,0.14,0.0,0.86,34,0.5882352941176471,63.19,26,0
0.05,0.0,0.25,0.15,0.55,266,0.09022556390977443,3.6,187,0
0.05,0.08,0.16,0.14,0.58,2291,0.013531209079004802,15.75,1255,0
0.04,0.05,0.18,0.13,0.61,6356,0.004719949653870359,23.47,1226,0
0.08,0.03,0.07,0.3,0.52,801,0.03495630461922597,10.06,530,0
0.1,0.06,0.06,0.15,0.63,498,0.04417670682730924,-42.36,252,0
0.23,0.0,0.15,0.08,0.54,3426,0.14214827787507298,92.69,2141,0
0.06,0.02,0.19,0.13,0.59,808,0.03217821782178218,31.14,448,0
0.1,0.05,0.25,0.19,0.42,900,0.03111111111111111,36.56,668,0
0.1,0.09,0.2,0.25,0.37,1179,0.022900763358778626,45.09,628,0
0.06,0.03,0.13,0.22,0.56,3819,0.009164702801780571,46.91,1408,0
0.03,0.03,0.13,0.24,0.57,1615,0.0173374613003096,49.25,815,0
0.46,0.0,0.15,0.04,0.35,680,0.6235294117647059,-93.78,177,0
0.15,0.05,0.1,0.18,0.52,786,0.030534351145038167,35.65,434,0
0.1,0.05,0.14,0.21,0.51,1974,0.11094224924012158,35.41,991,0
0.12,0.05,0.31,0.14,0.38,1044,0.03065134099616858,57.67,493,0
0.16,0.07,0.21,0.17,0.38,1710,0.018128654970760234,63.29,956,0
0,0,0,0,0,371,0.16981132075471697,96.72,204,0
0.0,0.0,0.0,0.5,0.5,970,0.0711340206185567,38.25,643,0
0.44,0.11,0.0,0.11,0.33,70,1.1857142857142857,17.71,60,0
0.09,0.07,0.2,0.17,0.47,1328,0.023343373493975902,47.99,543,0
0.13,0.0,0.26,0.17,0.43,359,0.07242339832869081,-20.74,178,0
0.11,0.0,0.09,0.31,0.49,477,0.05241090146750524,33.85,252,0
0.0,0.0,0.25,0.25,0.5,53,0.33962264150943394,-41.55,42,0
0.08,0.24,0.19,0.18,0.3,1386,0.022366522366522368,27.53,549,0
0.05,0.02,0.39,0.18,0.36,749,0.037383177570093455,37.81,406,0
0.08,0.06,0.17,0.19,0.5,3933,0.007627765064836003,67.89,1365,0
0.09,0.09,0.28,0.2,0.34,1336,0.020209580838323353,36.59,761,0
0.02,0.0,0.01,0.01,0.96,6957,0.004887164007474486,12.13,2011,0
0.07,0.05,0.21,0.2,0.47,2596,0.008859784283513097,2.28,1379,0
0.06,0.07,0.16,0.17,0.55,2015,0.01588089330024814,16.56,978,0
0.0,0.0,0.0,0.0,1.0,116,2.0,46.95,21,0
0.1,0.02,0.1,0.08,0.71,358,0.09217877094972067,36.42,238,0
0.04,0.09,0.13,0.13,0.62,2520,0.014285714285714285,60.85,938,0
0.0,0.0,0.25,0.25,0.5,53,0.3584905660377358,-41.55,42,0
0.1,0.02,0.15,0.12,0.61,1312,0.023628048780487805,48.54,624,0
0.08,0.04,0.12,0.17,0.58,3430,0.008454810495626823,47.89,1199,0
0.03,0.01,0.05,0.1,0.81,2042,0.015670910871694418,26.61,1029,0
0.11,0.0,0.13,0.14,0.62,1416,0.1137005649717514,52.94,661,0
0.16,0.0,0.14,0.14,0.56,724,0.058011049723756904,44.75,393,0
0.06,0.06,0.32,0.11,0.45,805,0.0906832298136646,-15.3,489,0
0.0,0.0,0.0,0.75,0.25,1044,0.9636015325670498,50.3,344,0
0.15,0.08,0.1,0.27,0.4,2319,0.01250539025442001,26.44,1233,0
0.04,0.03,0.14,0.09,0.7,2483,0.011679420056383408,41.23,1176,0
0.0,0.1,0.1,0.1,0.7,1552,0.03801546391752577,80.69,708,0
0.06,0.03,0.72,0.03,0.16,731,0.08344733242134063,72.87,436,0
0.15,0.0,0.15,0.21,0.5,330,0.0696969696969697,23.05,215,0
0.12,0.02,0.23,0.15,0.49,2306,0.0199479618386817,61.97,1025,0
0,0,0,0,0,726,0.08264462809917356,17.28,527,0
0.06,0.04,0.19,0.07,0.64,3085,0.013290113452188007,13.41,1404,0
0.15,0.07,0.11,0.15,0.52,2077,0.01203659123736158,55.95,839,0
0.13,0.07,0.13,0.09,0.58,1115,0.02242152466367713,39.97,548,0
0.2,0.05,0.12,0.19,0.44,313,0.07667731629392971,54.9,132,0
0.33,0.0,0.0,0.0,0.67,53,0.37735849056603776,28.84,41,0
0.0,0.4,0.0,0.2,0.4,40,0.45,59.64,35,0
0.16,0.15,0.08,0.23,0.38,1040,0.026923076923076925,54.73,597,0
0.34,0.0,0.06,0.22,0.38,427,0.0585480093676815,50.23,285,0
0.08,0.0,0.31,0.23,0.38,154,0.14285714285714285,3.09,103,0
0.1,0.06,0.16,0.18,0.51,907,0.030871003307607496,-33.33,608,0
0.13,0.04,0.13,0.21,0.49,1805,0.01772853185595568,18.35,821,0
0.28,0.03,0.12,0.12,0.44,248,0.08870967741935484,58.38,161,0
0.15,0.04,0.21,0.17,0.43,880,0.03409090909090909,41.29,462,0
0.08,0.03,0.06,0.11,0.72,1858,0.015069967707212056,25.76,890,0
0.0,0.0,0.0,0.0,1.0,21,2.7142857142857144,77.57,11,0
0.1,0.08,0.19,0.25,0.39,2685,0.011918063314711359,54.97,1189,0
0.04,0.0,0.1,0.12,0.74,1772,0.014108352144469526,-140.68,931,0
0.32,0.04,0.11,0.32,0.21,320,0.334375,16.42,232,0
0.04,0.0,0.12,0.24,0.59,330,0.16666666666666666,29.62,192,0
0.06,0.02,0.2,0.09,0.63,1740,0.015517241379310345,22.28,689,0
0.22,0.08,0.08,0.08,0.53,1233,0.024330900243309004,36.18,739,0
0.08,0.04,0.1,0.07,0.71,568,0.11971830985915492,-41.37,398,0
0.0,0.0,0.25,0.25,0.5,53,0.39622641509433965,-41.55,42,0
0.0,0.0,0.25,0.25,0.5,53,0.4716981132075472,-41.55,42,0
0.07,0.06,0.21,0.2,0.46,1615,0.021052631578947368,53.04,828,0
0.0,0.25,0.0,0.08,0.67,2707,0.022903583302548946,33.38,1215,0
0.06,0.08,0.25,0.12,0.49,703,0.034139402560455195,-272.11,384,0
0.0,0.0,0.11,0.22,0.67,425,0.07294117647058823,53.92,283,0
0.07,0.0,0.12,0.06,0.75,6370,0.004866562009419153,49.92,1591,0
0.0,0.0,0.0,1.0,0.0,22,0.6818181818181818,99.94,20,0
0.05,0.03,0.11,0.1,0.71,666,0.03903903903903904,-21.18,449,0
0.05,0.08,0.15,0.15,0.57,1210,0.021487603305785124,11.69,644,0
0.11,0.02,0.16,0.3,0.41,736,0.03125,7.12,388,0
0.0,0.07,0.36,0.14,0.43,210,0.11428571428571428,68.97,132,0
0.06,0.03,0.18,0.09,0.64,2561,0.010933229207340883,20.15,1035,0
0.03,0.01,0.09,0.1,0.77,1610,0.015527950310559006,-48.99,571,0
0.09,0.01,0.13,0.11,0.66,1928,0.016078838174273857,63.09,890,0
0.05,0.04,0.2,0.09,0.62,689,0.05805515239477504,52.09,348,0
0.08,0.05,0.15,0.11,0.62,1646,0.015188335358444714,55.44,694,0
0.1,0.09,0.12,0.22,0.46,1396,0.02148997134670487,42.31,566,0
0.08,0.02,0.25,0.2,0.45,441,0.06349206349206349,17.6,305,0
0.44,0.0,0.28,0.0,0.28,210,0.1619047619047619,-33.33,150,0
0.08,0.02,0.11,0.15,0.64,1620,0.016049382716049384,-82.07,533,0
0.05,0.09,0.0,0.18,0.68,276,0.08333333333333333,48.16,191,0
0.15,0.04,0.16,0.26,0.39,6820,0.007478005865102639,29.22,2774,0
0.7,0.02,0.07,0.07,0.14,1191,0.3308144416456759,79.67,762,0
0.06,0.05,0.18,0.18,0.53,579,0.044905008635578586,41.87,302,0
0.05,0.02,0.12,0.1,0.71,904,0.032079646017699116,19.94,374,0
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,0
0.11,0.05,0.06,0.17,0.6,713,0.037868162692847124,49.65,369,0
0.14,0.04,0.18,0.11,0.54,1598,0.01877346683354193,13.01,841,0
0.4,0.0,0.2,0.1,0.3,69,0.30434782608695654,-4.81,60,0
0.14,0.0,0.29,0.29,0.29,785,0.04203821656050955,-14.55,505,0
0.05,0.04,0.19,0.24,0.47,1503,0.01996007984031936,17.58,789,0
0.0,0.08,0.08,0.54,0.31,1036,0.0222007722007722,13.08,326,0
0.26,0.04,0.09,0.04,0.57,250,0.252,12.43,178,0
0.09,0.07,0.11,0.11,0.62,1779,0.016301292861157952,36.22,796,0
0.06,0.03,0.23,0.18,0.5,474,0.056962025316455694,40.69,322,0
0.11,0.05,0.16,0.17,0.52,2506,0.013567438148443736,26.75,1179,0
0.03,0.03,0.09,0.14,0.72,3626,0.02785438499724214,45.32,1753,0
0.07,0.02,0.14,0.11,0.67,1006,0.04671968190854871,30.91,479,0
0.12,0.04,0.04,0.25,0.54,282,0.08156028368794327,53.92,186,0
0.1,0.04,0.21,0.17,0.49,2972,0.010094212651413189,45.15,1340,0
0.0,0.03,0.31,0.14,0.53,436,0.0481651376146789,18.89,202,0
0.17,0.02,0.1,0.15,0.55,1179,0.022900763358778626,47.79,580,0
0.05,0.06,0.11,0.28,0.5,2664,0.013513513513513514,33.78,1146,0
0.11,0.05,0.27,0.18,0.39,1358,0.09204712812960236,36.09,750,0
0.0,0.0,0.0,0.25,0.75,49,3.204081632653061,84.51,19,0
0.13,0.05,0.05,0.12,0.65,1199,0.02418682235195997,-8.69,618,0
0.11,0.01,0.28,0.14,0.46,724,0.04005524861878453,30.33,503,0
0.03,0.05,0.11,0.16,0.65,989,0.0262891809908999,26.07,509,0
0.05,0.02,0.21,0.11,0.61,2239,0.014738722644037517,38.79,1002,0
0.03,0.03,0.18,0.21,0.55,585,0.07863247863247863,41.4,306,0
0.0,0.0,0.0,0.4,0.6,136,0.19852941176470587,-62.61,113,0
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,0
0.0,0.0,0.0,0.2,0.8,55,3.4,-18.68,47,0
0.15,0.05,0.3,0.08,0.43,586,0.04436860068259386,34.19,353,0
0.2,0.0,0.2,0.13,0.47,213,0.107981220657277,-48.09,132,0
0.46,0.08,0.0,0.0,0.46,3224,0.25775434243176176,103.36,2459,0
0.03,0.05,0.14,0.16,0.61,1578,0.020278833967046894,63.29,681,0
0.11,0.22,0.0,0.22,0.44,256,0.0859375,-3.21,145,0
0.11,0.04,0.38,0.12,0.35,2321,0.012925463162429988,28.17,790,0
0.08,0.06,0.25,0.07,0.54,3152,0.00951776649746193,27.29,1175,0
0.09,0.08,0.13,0.17,0.54,944,0.03072033898305085,20.76,507,0
0.19,0.02,0.17,0.16,0.47,848,0.02830188679245283,51.68,465,0
0.05,0.02,0.15,0.19,0.59,4003,0.011741194104421683,-16.44,1415,0
0.11,0.11,0.19,0.25,0.34,1037,0.04243008678881389,-8.22,508,0
0.0,0.09,0.36,0.09,0.45,146,0.22602739726027396,6.77,104,0
0.07,0.01,0.12,0.21,0.59,751,0.08122503328894808,19.3,388,0
0.0,0.09,0.16,0.15,0.59,765,0.03137254901960784,60.85,352,0
0.33,0.0,0.08,0.0,0.58,129,0.18604651162790697,43.69,92,0
0.06,0.04,0.19,0.16,0.55,925,0.032432432432432434,36.89,454,0
0.16,0.04,0.08,0.11,0.6,838,0.029832935560859187,-1.21,425,0
0.07,0.01,0.1,0.47,0.36,747,0.050870147255689425,17.37,410,0
0.0,0.0,0.25,0.25,0.5,53,0.4339622641509434,-41.55,42,0
0.07,0.01,0.07,0.2,0.64,1169,0.06159110350727117,53.24,474,0
0.0,0.0,0.0,0.14,0.86,55,3.4,-9.92,47,0
0.0,0.0,0.0,0.5,0.5,1469,0.039482641252552755,93.82,961,0
0.08,0.05,0.23,0.24,0.4,1181,0.02540220152413209,35.1,752,0
0.05,0.03,0.26,0.23,0.43,858,0.029137529137529136,39.87,492,0
0.09,0.0,0.09,0.09,0.73,170,0.1411764705882353,-36.13,67,0
0.28,0.03,0.13,0.11,0.46,2276,0.01625659050966608,41.06,989,0
0.19,0.03,0.26,0.26,0.26,131,0.25190839694656486,-53.87,87,0
0.07,0.02,0.12,0.13,0.65,1389,0.018718502519798418,30.6,705,0
0.1,0.04,0.38,0.11,0.37,2596,0.00963020030816641,47.39,1220,0
0.09,0.01,0.28,0.19,0.43,1258,0.025437201907790145,45.09,662,0
0.0,0.0,0.33,0.33,0.33,464,0.0668103448275862,-46.39,292,0
0.1,0.07,0.21,0.21,0.4,2603,0.012293507491356128,29.32,1228,0
0.11,0.08,0.15,0.15,0.52,1864,0.013412017167381975,61.87,818,0
0.13,0.08,0.23,0.23,0.34,1898,0.016332982086406742,47.25,1009,0
0.17,0.04,0.15,0.22,0.43,2045,0.014669926650366748,54.32,836,0
0.1,0.08,0.28,0.19,0.36,3807,0.008142894667717364,48.57,1532,0
0.04,0.04,0.23,0.11,0.57,498,0.05220883534136546,24.21,254,0
0.0,0.0,0.5,0.5,0.0,642,0.09345794392523364,108.53,355,0
0.0,0.04,0.15,0.15,0.67,289,0.08304498269896193,22.31,213,0
0.06,0.02,0.22,0.22,0.48,1217,0.01972062448644207,62.44,606,0
0.07,0.04,0.1,0.14,0.65,2782,0.014378145219266714,25.59,1101,0
0.04,0.04,0.15,0.57,0.2,4292,0.009086672879776329,56.25,1008,0
0,0,0,0,0,766,0.07180156657963446,82.35,347,0
0.07,0.07,0.24,0.17,0.45,4015,0.007471980074719801,48.47,1429,0
0.06,0.02,0.24,0.28,0.4,899,0.030033370411568408,36.52,443,0
0.12,0.06,0.26,0.23,0.32,1474,0.027815468113975575,41.6,990,0
0.11,0.06,0.19,0.13,0.51,2420,0.0128099173553719,37.91,1242,0
0.13,0.02,0.1,0.18,0.57,1267,0.018942383583267563,-4.46,435,0
0.0,0.33,0.33,0.0,0.33,47,0.8723404255319149,-942.75,42,0
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,0
0.0,0.0,0.25,0.25,0.5,54,0.37037037037037035,-42.56,43,0
0.0,0.07,0.5,0.0,0.43,564,1.3652482269503545,73.78,229,0
0.13,0.08,0.17,0.19,0.43,1453,0.055746730901582935,22.18,698,0
0.08,0.06,0.22,0.11,0.53,475,0.056842105263157895,44.75,269,0
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,0
0.22,0.0,0.11,0.22,0.44,35,0.5142857142857142,79.6,35,0
0.12,0.06,0.3,0.16,0.36,2607,0.010740314537782892,58.76,1060,0
0,0,0,0,0,2,10.0,-641.2,2,0
0.16,0.04,0.09,0.14,0.58,1296,0.022376543209876542,24.61,640,0
0.1,0.0,0.3,0.0,0.6,146,0.1506849315068493,-7.88,125,0
0.06,0.04,0.17,0.21,0.52,2562,0.0117096018735363,34.77,1220,0
0.0,0.0,0.0,0.5,0.5,848,0.036556603773584904,-192.75,413,0
0.18,0.01,0.09,0.08,0.65,4067,0.009343496434718466,-9.7,2309,0
0.24,0.06,0.09,0.0,0.62,2397,0.017104714226115977,34.8,962,0
0.06,0.03,0.18,0.15,0.58,7143,0.005879882402351953,51.89,2253,0
0.1,0.03,0.16,0.1,0.61,1248,0.03125,49.45,661,0
0.08,0.05,0.2,0.17,0.5,1458,0.01783264746227709,63.29,696,0
0.18,0.0,0.26,0.29,0.26,2376,0.015993265993265993,52.49,1393,0
0.12,0.01,0.12,0.36,0.4,1147,0.026155187445510025,42.82,467,0
0.11,0.11,0.14,0.13,0.52,3220,0.008695652173913044,65.12,1299,0
0.11,0.02,0.16,0.12,0.6,1234,0.02106969205834684,23.7,641,0
0.09,0.04,0.22,0.22,0.43,2578,0.012024825446082235,27.86,1518,0
0.15,0.05,0.11,0.2,0.49,4234,0.015588096362777516,-63.98,1538,0
0.0,0.06,0.49,0.29,0.17,510,1.031372549019608,23.37,151,0
0.12,0.02,0.27,0.11,0.48,1193,0.024308466051969825,59.13,563,0
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,0
0.08,0.05,0.18,0.18,0.51,1307,0.022953328232593728,62.17,704,0
0.06,0.02,0.12,0.22,0.57,463,0.058315334773218146,7.66,260,0
0.06,0.0,0.0,0.28,0.67,108,0.18518518518518517,57.77,77,0
0.1,0.07,0.2,0.23,0.41,1836,0.0196078431372549,54.15,960,0
0.11,0.04,0.25,0.14,0.46,1299,0.024634334103156273,28.57,747,0
0.1,0.05,0.22,0.22,0.41,2976,0.01310483870967742,22.25,1571,0
0.02,0.05,0.17,0.09,0.67,1158,0.022452504317789293,0.69,526,0
0.04,0.04,0.56,0.1,0.26,14666,0.0022501022773762443,36.12,4847,0
0.06,0.04,0.24,0.18,0.48,1122,0.0285204991087344,38.52,785,0
0.21,0.04,0.16,0.12,0.46,967,0.08066184074457083,48.3,446,0
0.14,0.02,0.23,0.21,0.39,823,0.032806804374240585,52.8,437,0
0.11,0.11,0.19,0.24,0.35,2841,0.010911650827173531,32.16,1745,0
0.07,0.03,0.21,0.22,0.47,1635,0.014678899082568808,10.37,1039,0
0.08,0.04,0.26,0.21,0.4,2417,0.012412081092263137,40.86,1085,0
0.15,0.04,0.1,0.12,0.6,1504,0.01795212765957447,43.39,772,0
0.08,0.05,0.11,0.09,0.67,1111,0.027002700270027002,41.47,583,0
0.0,0.0,0.25,0.25,0.5,53,0.33962264150943394,-41.55,42,0
0.0,0.02,0.1,0.14,0.73,692,0.036127167630057806,10.24,324,0
0.11,0.02,0.14,0.18,0.56,9761,0.0032783526278045284,25.29,2572,0
0.09,0.07,0.19,0.18,0.47,1892,0.016913319238900635,9.9,881,0
0.11,0.09,0.21,0.24,0.35,3191,0.009088060169225948,-55.41,1276,0
0.0,0.0,0.0,1.0,0.0,1,3.0,121.22,1,0
0.08,0.02,0.16,0.1,0.64,1594,0.02383939774153074,66.74,628,0
0.06,0.03,0.18,0.23,0.5,1138,0.022847100175746926,37.71,563,0
0.04,0.02,0.16,0.15,0.64,2277,0.012296881862099254,36.83,918,0
0.0,0.0,0.0,1.0,0.0,646,0.653250773993808,100.38,529,0
0.15,0.05,0.26,0.15,0.38,428,0.07242990654205607,44.75,280,0
0.07,0.04,0.11,0.09,0.69,449,0.05790645879732739,32.33,300,0
0.09,0.01,0.18,0.1,0.61,1874,0.015474919957310566,-20.6,732,0
0.12,0.04,0.14,0.16,0.54,1877,0.015982951518380393,49.45,695,0
0.0,0.0,0.21,0.16,0.63,213,0.09389671361502347,-67.43,76,0
0,0,0,0,0,42,0.3333333333333333,82.41,31,0
0.0,0.0,0.14,0.0,0.86,51,0.37254901960784315,34.12,36,0
0.0,0.0,0.0,1.0,0.0,321,1.395638629283489,78.42,52,0
0.26,0.05,0.05,0.11,0.53,186,0.11827956989247312,57.06,133,0
0.0,0.0,0.33,0.33,0.33,49,0.3673469387755102,-37.49,39,0
0.09,0.11,0.15,0.13,0.51,1291,0.020914020139426802,35.81,654,0
0.09,0.04,0.21,0.14,0.51,1301,0.022290545734050732,7.97,670,0
0.12,0.08,0.1,0.27,0.43,632,0.05379746835443038,13.55,344,0
0.0,0.0,0.38,0.0,0.62,81,0.5925925925925926,-6.84,69,0
0.12,0.03,0.1,0.1,0.65,4460,0.00695067264573991,58.48,1454,0
0.1,0.09,0.17,0.14,0.5,737,0.036635006784260515,42.72,417,0
0.09,0.02,0.19,0.14,0.56,2529,0.01383946223803875,53.21,1217,0
0.25,0.03,0.15,0.1,0.48,1213,0.0247320692497939,16.08,769,0
0.15,0.05,0.2,0.2,0.4,309,0.07766990291262135,73.68,178,0
0.09,0.12,0.16,0.16,0.47,927,0.030204962243797196,-22.94,638,0
0.12,0.05,0.22,0.25,0.35,991,0.025227043390514632,-26.58,488,0
0.0,0.0,0.28,0.08,0.64,675,0.034074074074074076,69.99,330,0
0.13,0.0,0.2,0.2,0.47,2542,0.014555468135326514,-11.91,1598,0
0.0,0.04,0.0,0.04,0.92,802,0.05860349127182045,19.47,440,0
0.09,0.06,0.06,0.14,0.65,467,0.047109207708779445,-73.05,230,0
0.1,0.05,0.04,0.22,0.59,778,0.032133676092544985,30.7,408,0
0.19,0.03,0.19,0.14,0.44,691,0.19971056439942114,43.12,339,0
0.17,0.04,0.14,0.21,0.43,611,0.044189852700491,-55.21,301,0
0.12,0.0,0.31,0.19,0.38,395,0.08354430379746836,19.77,275,0
0.1,0.0,0.35,0.11,0.43,832,0.040865384615384616,9.86,478,0
0.11,0.04,0.2,0.17,0.48,1312,0.020579268292682928,25.36,704,0
0.0,0.0,0.0,0.0,1.0,537,2.2532588454376166,71.38,104,0
0.11,0.04,0.16,0.16,0.52,3529,0.00821762538962879,28.64,1642,0
0.07,0.03,0.15,0.22,0.53,1166,0.023156089193825044,41.19,695,0
0.1,0.06,0.1,0.26,0.48,1041,0.02881844380403458,21.16,556,0
0.05,0.03,0.19,0.15,0.58,2190,0.015068493150684932,46.67,1120,0
0.2,0.12,0.36,0.12,0.2,214,0.16822429906542055,0.38,175,0
0.1,0.06,0.15,0.11,0.58,545,0.045871559633027525,30.91,333,0
0.18,0.03,0.13,0.21,0.45,442,0.08823529411764706,15.81,300,0
0.17,0.02,0.18,0.16,0.47,1807,0.016602102933038185,48.3,982,0
0.04,0.04,0.26,0.04,0.61,215,0.10697674418604651,26.51,142,0
0.0,0.0,0.25,0.25,0.5,53,0.5094339622641509,-41.55,42,0
0,0,0,0,0,95,8.157894736842104,92.19,63,0
0.08,0.03,0.28,0.25,0.36,217,0.10138248847926268,59.94,143,0
0.07,0.03,0.33,0.2,0.37,2433,0.016029593094944512,-39.31,1373,0
0.07,0.0,0.16,0.14,0.62,1213,0.020610057708161583,35.61,598,0
0.09,0.09,0.18,0.05,0.59,947,0.028511087645195353,105.45,675,0
0.09,0.03,0.1,0.21,0.56,2270,0.016740088105726872,32.12,1016,0
0.13,0.1,0.16,0.15,0.46,4641,0.00904977375565611,37.17,2114,0
0.39,0.02,0.14,0.13,0.31,824,0.03155339805825243,40.21,396,0
0.07,0.06,0.09,0.14,0.65,1420,0.01971830985915493,48.64,584,0
0.12,0.03,0.2,0.09,0.56,2147,0.012109920819748486,51.68,825,0
0.29,0.0,0.0,0.29,0.43,60,0.31666666666666665,56.25,42,0
0.0,0.0,0.2,0.0,0.8,2361,0.012706480304955527,-0.51,1471,0
0.09,0.04,0.18,0.27,0.42,499,0.04809619238476954,16.62,329,0
0.6,0.0,0.0,0.0,0.4,65,3.0923076923076924,58.92,25,0
0.12,0.0,0.12,0.12,0.62,76,0.25,70.29,62,0
0.33,0.0,0.0,0.0,0.67,264,0.11742424242424243,-61.17,198,0
0.16,0.04,0.17,0.2,0.44,3219,0.010251630941286114,28.44,1474,0
0.44,0.02,0.08,0.11,0.36,462,0.05627705627705628,46.44,257,0
0.09,0.02,0.09,0.31,0.49,1861,0.04997313272434175,3.33,794,0
0.0,0.0,0.25,0.25,0.5,53,0.3584905660377358,-41.55,42,0
0.11,0.01,0.1,0.08,0.7,1712,0.014602803738317757,17.75,646,0
0.06,0.0,0.2,0.29,0.44,841,0.029726516052318668,24.48,571,0
0.0,0.67,0.0,0.0,0.33,71,0.2676056338028169,62.54,57,0
0.12,0.0,0.12,0.25,0.5,589,0.15449915110356535,-61.16,120,0
0.14,0.04,0.27,0.14,0.42,1154,0.024263431542461005,44.58,575,0
0.13,0.0,0.17,0.2,0.5,6885,0.005664488017429194,10.71,3616,0
0.11,0.22,0.12,0.12,0.43,2850,0.014736842105263158,42.41,1031,0
0.1,0.05,0.12,0.08,0.64,2947,0.013573125212080081,56.08,1199,0
0.1,0.03,0.17,0.24,0.46,892,0.030269058295964126,37.13,472,0
0.02,0.02,0.13,0.01,0.82,804,0.02736318407960199,-69.33,446,0
0.0,0.12,0.12,0.5,0.25,54,0.3888888888888889,63.66,42,0
0.13,0.06,0.16,0.17,0.47,1181,0.027095681625740897,13.24,718,0
0.07,0.06,0.25,0.26,0.37,1653,0.02117362371445856,43.63,1080,0
0.0,0.0,0.33,0.0,0.67,324,2.1882716049382718,32.5,174,0
0.25,0.0,0.33,0.0,0.42,70,0.2857142857142857,72.22,57,0
0.1,0.06,0.19,0.16,0.48,3188,0.00972396486825596,28.77,1553,0
0.1,0.05,0.19,0.19,0.47,3932,0.008138351983723296,47.76,1602,0
0.14,0.03,0.37,0.14,0.31,485,0.05154639175257732,23.97,282,0
0.36,0.06,0.15,0.21,0.21,513,0.04678362573099415,15.58,284,0
0.06,0.01,0.16,0.09,0.68,1183,0.037193575655114115,3.64,616,0
0.09,0.03,0.13,0.17,0.59,1417,0.022582921665490474,44.34,770,0
0.09,0.0,0.09,0.48,0.35,763,0.035386631716906945,29.69,422,0
